timestamp,created_timestamp,symbol,name,symbol_address,image_url,username,signature,creator,creator_username,timestamp,reply_count,price,market_cap,usd_market_cap
N/A,1720634540538,2GbeUjZpiE3qGdaZ9MrH9zXZ2jTfudCCb17r8vwNpump,ChaCha Seal,seal,N/A,N/A,N/A,BGpL1nxwqr4R1jQ1KdfqsHV3dEnmkW21Tds5ZjqF6mtr,N/A,N/A,0,2.7958993476234854e-05,27.958993476,3934.9487418122403
